length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
6.026315789473684,1.3333333333333333,1.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20000001512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,3.3333333333333335,0.3333333333333333,7.571428571428571,0.5,5.181818181818182,2.9625668436363637,1.6,1.49078014242514,4.0,0.0,0.0,0.0,0.0,0.0,-0.34782608695652173,-1.0342303822845278,1.8316349149536697,0.0,0.0,0.0,2.1666666645,0.0,0.0,0.0,0.0,-0.6117647058631603,0.0,-0.11111111109999999,0.0,0.0,0.0,0.0,-0.31007751933333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.19889502762430938,-0.8523406374501992,-0.004416864293716128,0.0,0.0,-0.75
-0.42105263157894735,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.6666666666666666,0.0,0.16666666666666666,-0.6363636363636364,0.18181818181818182,0.0,-0.7234042553286556,0.0,0.0,0.0,0.0,0.0,0.0,-0.14130434782608695,-0.8355358752540955,1.5304766132663066,0.0,0.0,0.0,0.24074074242592594,0.0,1.6111111062777776,0.0,0.0,0.40784313724210686,0.0,-0.11111111109999999,3.0000000003,0.0,0.0,0.0,-0.31007751933333333,0.0,0.0,0.0,0.0,1.0,0.0,6.519337016574585,0.0,0.2989003291259047,0.0,-1.0,0.0
4.2894736842105265,0.2222222222222222,0.0,6.0,0.0,1.0,2.0,1.0,0.0,1.0,12.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.360000007056,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.666666666666667,1.6666666666666667,-2.0,0.0,-0.3333333333333333,0.2857142857142857,0.5,0.36363636363636365,-0.567493113090909,0.26666666666666666,-0.017158544915623842,1.0,0.0,0.0,0.0,0.0,0.0,0.6956521739130435,0.11535926404419375,0.0892190288783279,0.0,1.0,0.0,0.5098039218235294,0.0,1.7058823222352943,0.0,1.0,0.20392156862105343,0.0,0.7638888889000001,0.3750000000375,0.0,0.0,0.0,0.4899224806666666,0.0,0.0,0.0,-1.0,1.0,0.0,-0.6685082872928176,0.2813745019920319,4.033623780482914,0.0,0.0,0.25
-0.4473684210526316,0.2222222222222222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,-0.6666666666666666,-0.7142857142857143,-0.6666666666666666,-0.6363636363636364,-0.5454545454545454,-0.5333333333333333,-0.7234042553286556,0.0,0.0,0.0,0.0,0.0,0.0,0.3695652173913043,0.17254654915956183,0.002541113515436509,0.0,1.0,0.0,0.962962961037037,0.0,0.0,0.0,1.0,0.11652661065516784,0.0,0.38888888890000006,1.50000000015,0.0,0.0,0.0,0.8327796234666666,0.0,0.0,0.0,0.0,1.0,0.0,-0.3314917127071823,-0.2945717131474104,3.9694723023573544,0.0,-1.0,-0.5
-0.10526315789473684,-0.4444444444444444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.5860465154958139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.3333333333333333,0.0,-0.5,0.36363636363636365,-0.39999999999999986,-0.5333333333333333,0.12056737596257733,0.0,1.0,0.0,0.0,0.0,0.0,0.1956521739130435,-0.258557595571132,0.6559592377396447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05319693090029174,0.0,-0.11111111109999999,0.0,0.0,0.0,0.0,-0.31007751933333333,0.0,0.0,0.0,-1.0,1.0,0.0,-0.11049723756906077,0.1399402390438247,-0.0044115170003823315,0.0,-1.0,1.75
0.9210526315789473,-0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.614634151627317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,-2.0,0.6666666666666666,-0.3333333333333333,2.7142857142857144,-0.6666666666666666,2.090909090909091,0.1414141414545456,-0.4,0.3617021277387958,1.0,1.0,0.0,0.0,0.0,0.0,-0.2608695652173913,-1.0342303822845278,1.8316349149536697,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6117647058631603,0.0,-0.11111111109999999,0.0,0.0,0.0,0.0,-0.31007751933333333,0.0,0.0,0.0,-1.0,0.0,0.0,7.538674033149171,0.8147410358565738,-0.004414190647049229,0.0,0.0,1.75
-0.3157894736842105,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.16666666666666666,0.0,-1.0,0.0,0.0,-0.2857142857142857,-0.16666666666666666,-0.45454545454545453,-0.6363636363636364,-0.35555555546666656,-0.4255319148904482,0.0,0.0,0.0,0.0,0.0,0.0,-0.08695652173913043,-0.01783155855505447,0.2910943727608281,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.27189542486205814,0.0,0.6388888889000001,0.750000000075,0.0,0.0,0.0,1.0232558139999999,0.0,0.0,0.0,0.0,0.0,0.0,0.12430939226519337,0.0,-0.004416864293716128,0.0,-1.0,-0.75
-0.39473684210526316,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.6666666666666666,0.5714285714285714,0.8333333333333334,-0.6363636363636364,0.9090909090909091,0.5333333333333333,-0.7234042553286556,0.0,0.0,0.0,0.0,0.0,0.0,2.4565217391304346,-0.8256011501112029,1.5154186984981546,0.0,0.0,0.0,0.019607843647058823,0.0,0.0,0.0,0.0,0.2945533769084062,0.0,-0.09241952230999999,2.9439252338943924,0.0,0.0,0.0,-0.18886539812,0.0,0.0,0.0,0.0,1.0,0.0,-0.35082872928176795,-0.020169322709163346,1.4978784613698162,0.0,-1.0,-0.25
5.2368421052631575,5.444444444444445,1.0,4.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.5609756275804876,0.426470588,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,0.0,0.0,1.3333333333333333,6.0,4.833333333333333,4.181818181818182,2.92121212,0.8,1.8912529558464362,0.0,0.0,1.0,0.0,0.0,0.0,-0.3695652173913043,-1.0342303822845278,-0.2764731947497635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6117647058631603,0.0,-0.11111111109999999,0.0,0.0,0.0,0.0,-0.31007751933333333,0.0,0.0,1.0,0.0,0.0,0.0,-0.20718232044198895,0.0,-0.004416864293716128,0.0,0.0,-0.75
-0.5263157894736842,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.6666666666666666,-0.14285714285714285,0.0,-0.6363636363636364,0.0,-0.13333333333333333,-0.7234042553286556,0.0,0.0,0.0,0.0,0.0,0.0,-0.08695652173913043,-0.17831558415968055,0.5343376174854447,0.0,0.0,0.0,1.2999999987,0.0,8.6999999043,0.0,1.0,0.26218487389765693,0.0,-0.11111111109999999,0.0,0.0,0.0,0.0,0.7269595177333332,0.0,0.0,0.0,0.0,1.0,0.0,-0.425414364640884,-0.013446215139442231,7.253282569695284,0.0,-1.0,0.0
